fx,fy,tx,ty,route_number,distance,duration
-77.00572729,38.87885438,-77.038252,38.915544,"394",2992,927.5
-76.983575,38.897195,-77.031617,38.894514,"395",1715.7,449.7
-77.01366663,38.90257109,-77.02622,38.9024,"396",1877,512.5
-77.025236,38.88044,-77.013917,38.892275,"397",1338.2,337.7
-77.025236,38.88044,-77.025762,38.887312,"398",2529.8,673.8
-77.025236,38.88044,-77.026013,38.893028,"399",3643.4,988.9
-77.006072,38.876893,-77.04731762,38.90571079,"400",2833.5,792
-77.011616,38.897108,-77.0494365,38.888255,"401",3939.1,1014.7
-76.9863852,38.8840581,-77.04478,38.908905,"402",3135.9,894.3
-77.00591,38.871841,-77.027313,38.9055785,"403",771.1,267.7
-77.070862,38.89386,-77.00069815,38.90731645,"404",4871.6,1313.7
-77.111768,38.881044,-77.005483,38.905697,"405",5896.2,1588.8
-77.039511,38.865029,-77.03338087,38.89646475,"406",4702.1,1270.3
-77.039511,38.865029,-77.048911,38.90088,"407",5169.4,1364.6
-77.039511,38.865029,-77.0494365,38.888255,"408",6993.6,1796.3
-77.05454081,38.86307337,-77.070993,38.897315,"409",4468.7,1132.6
-77.05454081,38.86307337,-77.071652,38.90774,"410",6117.9,1637.1
-77.027822,38.929464,-77.038325,38.888097,"411",4610.1,1228.2
-77.04252452,38.92284916,-77.04368,38.920669,"412",1214.4,372.5
-77.04252452,38.92284916,-77.053485,38.903827,"413",2328,620.7
-77.0388,38.9319,-77.048911,38.90088,"414",915.6,250.7
-77.0178975,38.876697,-77.034449,38.9190185,"415",2242.6,609.9
-77.0178975,38.876697,-77.072755,38.934881,"416",5501.1,1458.6
-77.0178975,38.876697,-77.005483,38.905697,"417",5981.3,1527.7
-77.041571,38.918809,-77.005483,38.905697,"418",4345.9,1222.1
-77.04062,38.917761,-77.02277,38.90864,"419",6620.5,1742.5
-77.025672,38.920387,-76.99523449,38.88409515,"420",5171.5,1396.9
-77.032224,38.928552,-76.99602306,38.92240364,"421",7822.7,2014.7
-77.034449,38.9190185,-77.00069815,38.90731645,"422",11008.5,2783.9
-77.034449,38.9190185,-77.005649,38.902386,"423",4595.1,1255.2
-77.050264,38.905303,-76.99602306,38.92240364,"424",5671.5,1379.1
-77.03338087,38.89646475,-76.990121,38.882489,"425",4141.7,1004.7
-77.02963114,38.91693645,-76.991476,38.885908,"426",5813.7,1525.2
-77.022684,38.917716,-77.001949,38.900412,"427",6905.5,1804.1
-77.03665,38.926102,-77.017445,38.88412,"428",5367.6,1445.6
-77.0444,38.9101,-77.006072,38.876893,"429",293.2,91
-77.03442693,38.90980063,-77.00493,38.89696,"430",2621.8,708.7
-77.03442693,38.90980063,-77.005649,38.902386,"431",4113.2,1075.7
-77.032008,38.913046,-77.00572729,38.87885438,"432",5711.8,1444.6
-77.032008,38.913046,-77.032427,38.8885525,"433",9161.7,2266.1
-77.0323,38.9086,-77.032096,38.9177645,"434",3910.6,1018.8
-77.0323,38.9086,-77.02305436,38.8786936,"435",4229.5,1101.7
-77.0323,38.9086,-77.026064,38.895914,"436",2531.3,689
-77.04731762,38.90571079,-76.988355,38.890461,"437",5587.4,1443.7
-77.04731762,38.90571079,-77.00591,38.871841,"438",3982.1,980.1
-77.0591415,38.902314,-77.065246,38.905509,"439",3654.1,973.8
-77.026013,38.893028,-77.107906,38.871822,"440",3863.5,1010.6
-77.03335404,38.89903234,-77.097745,38.885801,"441",6137.6,1567.4
-77.02227,38.905737,-77.045916,38.852903,"442",4724.6,1280
-77.023086,38.8997,-77.0494365,38.888255,"443",5784.1,1482.5
-77.038252,38.915544,-77.0315,38.9308,"444",3345.3,853.2
-77.031617,38.894514,-77.0352,38.92333,"445",6050.2,1552.7
-77.04478,38.908905,-77.032224,38.928552,"446",6145.5,1611.7
-77.071652,38.90774,-77.032687,38.934405,"447",3390.6,923.9
-77.071652,38.90774,-77.041829,38.911268,"448",3023.8,810.8
-77.053485,38.903827,-77.032096,38.9177645,"449",5490.4,1456
-77.053485,38.903827,-77.00591,38.871841,"450",2890.4,805.2
-77.053485,38.903827,-77.0209448,38.87674677,"451",1110,320.8
-77.017445,38.88412,-77.01191515,38.87082394,"452",4005.5,1081.5
-77.017445,38.88412,-77.04062,38.917761,"453",1851.2,518
-77.017445,38.88412,-77.032224,38.928552,"454",6082.6,1661
-77.056887,38.905126,-77.041571,38.918809,"455",6684.5,1737.3
-77.032427,38.8885525,-77.038252,38.915544,"456",881.3,263.5
-77.032427,38.8885525,-77.03188,38.910674,"457",10163.9,2736.5
-77.032427,38.888553,-77.032096,38.9177645,"458",6894.6,1771
-77.0494365,38.888255,-77.027112,38.925636,"459",8317.2,2065.6
-77.0494365,38.888255,-77.04731762,38.90571079,"460",3594.6,1031.4
-77.0494365,38.888255,-77.038566,38.909858,"461",2046,516.1
-77.028139,38.916787,-77.056887,38.905126,"462",3450.3,909.5
-77.013769,38.886978,-77.032427,38.8885525,"463",2873.7,794.6
-77.041834,38.912648,-77.0446,38.9154,"464",5659.3,1465
-77.041834,38.912648,-77.038252,38.915544,"465",2933.4,763.8
-77.02277,38.90864,-77.02277,38.90864,"466",2925.6,823.6
-77.0172465,38.8904955,-77.012289,38.915417,"467",6682.3,1731.2
-77.049383,38.890539,-77.045487,38.918036,"468",4863.6,1264.6
-77.049383,38.890539,-77.041571,38.918809,"469",2137,557.1
-77.038325,38.888097,-77.04731762,38.90571079,"470",5217.4,1346.1
-77.060173,38.902826,-77.0325,38.9059,"471",5892.7,1517.4
-77.0675285,38.9037315,-77.033234,38.892244,"472",2437.8,664.4
-77.033234,38.892244,-77.03442693,38.90980063,"473",3385,905
-77.051833,38.923389,-77.0325,38.9059,"474",2583.3,685.7
-77.04691261,38.89830174,-77.031887,38.921074,"475",3438,923.5
-77.038566,38.909858,-77.019027,38.90304,"476",5493.5,1449.8
-77.07527697,38.93967417,-77.005483,38.905697,"477",2232.4,596.3
-77.00069815,38.90731645,-77.053485,38.903827,"478",3224.5,901.1
-77.019027,38.90304,-77.0675285,38.9037315,"479",3504.4,876.7
-77.005483,38.905697,-77.028694,38.888774,"480",1801.1,540.1
-76.996806,38.886952,-77.026064,38.895914,"481",4825.5,1292.9
-76.996806,38.886952,-77.0494365,38.888255,"482",606.8,172.3
