fx,fy,tx,ty,route_number,distance,duration
-77.03188,38.910674,-77.0444,38.9101,"154",7146.6,1823
-77.00495,38.910972,-77.041571,38.918809,"155",3948.9,1080.1
-76.996806,38.886952,-77.0387,38.9121,"156",2786,745.8
-77.001949,38.900412,-77.041834,38.912648,"157",3912.5,1050.3
-76.988355,38.890461,-77.02277,38.90864,"158",4451.6,1177.9
-77.011616,38.897108,-77.0172465,38.8904955,"159",4025.5,1088.4
-77.076389,38.893438,-77.051084,38.901755,"160",1246.1,351.8
-77.027822,38.929464,-77.049383,38.890539,"161",3888.4,1030
-77.034449,38.9190185,-77.025236,38.88044,"162",5447.4,1454.4
-77.034449,38.9190185,-77.0323,38.9086,"163",4166.3,1117.1
-77.032687,38.934405,-77.0172465,38.8904955,"164",4142.8,1067.3
-77.032008,38.913046,-77.033234,38.892244,"165",1225.7,387.9
-77.06269,38.90375,-77.032427,38.8885525,"166",3331.9,911.7
-77.0682,38.916442,-77.028694,38.888774,"167",3475.8,838.5
-77.028694,38.888774,-77.049383,38.890539,"168",3734.6,1067.2
-77.0494365,38.888255,-77.079382,38.947607,"169",5646.8,1476.3
-77.013769,38.886978,-77.063896,38.944551,"170",4906.8,1274
-77.03023,38.878433,-77.0444,38.9101,"171",1425.1,388
-77.051084,38.901755,-77.005483,38.905697,"172",5840.8,1520.1
-77.02277,38.90864,-77.012808,38.951596,"173",2444.1,804.5
-77.038325,38.888097,-76.998347,38.899972,"174",3598.2,935.3
-77.038325,38.888097,-76.983569,38.88732,"175",5431.8,1490.7
-77.033234,38.892244,-76.98825002,38.90042674,"176",2276.1,756.6
-77.051833,38.923389,-77.0178975,38.876697,"177",2485.4,701.6
-77.051833,38.923389,-77.07145214,38.89608691,"178",7836.5,1961.8
-77.005483,38.905697,-77.0494365,38.888255,"179",8750.5,2288.3
-76.99523449,38.88409515,-77.040691,38.812351,"180",4275.2,1104.8
-77.001949,38.900412,-77.038252,38.915544,"181",4564.9,1229.9
-76.988355,38.890461,-77.01597,38.917622,"182",5310.6,1340.4
-77.025236,38.88044,-77.0323,38.9086,"183",4826.9,1329.9
-77.025236,38.88044,-77.049383,38.890539,"184",5247.4,1422.4
-77.027822,38.929464,-77.032427,38.8885525,"185",4837.4,1372.4
-77.032224,38.928552,-77.056887,38.905126,"186",7046.6,1817.2
-77.03442693,38.90980063,-77.0591415,38.902314,"187",5096.3,1308.4
-77.032008,38.913046,-77.050046,38.923583,"188",5448.8,1502.6
-77.0323,38.9086,-77.00495,38.910972,"189",13418,2787
-77.026013,38.893028,-77.005483,38.905697,"190",4309.3,1125
-77.038252,38.915544,-77.00495,38.910972,"191",4558.8,1183.2
-77.071652,38.90774,-77.00069815,38.90731645,"192",3751.5,988.2
-77.053485,38.903827,-76.996806,38.886952,"193",3070.5,817.7
-77.01770067,38.88637194,-77.00572729,38.87885438,"194",5119.5,1347.3
-77.032427,38.888553,-76.99489653,38.89994163,"195",3989.7,1056.3
-77.028694,38.888774,-76.9953,38.8792,"196",2751.5,689.4
-77.028694,38.888774,-77.03023,38.878433,"197",2614,691.9
-77.0494365,38.888255,-77.00591,38.871841,"198",2605.1,751.1
-77.049437,38.888255,-77.041571,38.918809,"199",3086.4,888.7
-77.049383,38.890539,-77.071652,38.90774,"200",3201.5,853.6
-77.049383,38.890539,-77.038325,38.888097,"201",6694.8,1765.2
-77.038325,38.888097,-77.056887,38.905126,"202",6181.3,1615.5
-77.087171,38.938736,-77.04062,38.917761,"203",1867.8,481
-77.069956,38.955016,-77.032096,38.9177645,"204",4209,1109.1
-77.002721,38.952369,-77.023086,38.8997,"205",3635,1019.4
-77.00069815,38.90731645,-77.04731762,38.90571079,"206",2019.9,568.6
-77.005483,38.905697,-77.0325,38.9059,"207",4859.4,1301.5
-77.02305436,38.8786936,-77.070993,38.897315,"208",3995.7,1070.5
-76.998347,38.899972,-77.04691261,38.89830174,"209",3558.7,930.3
-76.987633,38.894832,-77.037413,38.879819,"210",1530.8,485.3
-77.00493,38.89696,-77.0591415,38.902314,"211",2959.1,776.6
-77.00572729,38.87885438,-77.06269,38.90375,"212",5235.6,1309.2
-77.012108,38.900358,-77.032427,38.888553,"213",6068.6,1476.2
-77.006072,38.876893,-77.04657,38.88412,"214",7341,1920.5
-77.010551,38.866277,-77.04252452,38.92284916,"215",4548.3,1202.6
-77.0178975,38.876697,-76.99591577,38.89484064,"216",2804.7,736.9
-77.050264,38.905303,-77.000736,38.876751,"217",6712.4,1679.9
-77.022684,38.917716,-77.00069815,38.90731645,"218",4422.1,1149.9
-77.0444,38.9101,-76.99523449,38.88409515,"219",5794.8,1504.7
-77.0444,38.9101,-77.005483,38.905697,"220",5259.1,1351.6
-77.0444,38.9101,-77.0172465,38.8904955,"221",6475.6,1628.2
-77.03442693,38.90980063,-77.005483,38.905697,"222",3188.7,852.9
-77.04731762,38.90571079,-77.00493,38.89696,"223",4592.2,1179.7
-77.03863,38.90276,-76.996806,38.886952,"224",8143.8,2096.9
-77.0387,38.9121,-77.0178975,38.876697,"225",3717.3,947.4
-77.038252,38.915544,-77.017445,38.88412,"226",6942.7,1802.3
-77.038252,38.915544,-77.03442693,38.90980063,"227",2592.4,691.4
-77.04657,38.88412,-77.0325,38.9059,"228",5773,1519.6
-77.0325,38.9059,-77.032096,38.9177645,"229",3771.4,995.2
-77.01770067,38.88637194,-77.027313,38.9055785,"230",3819.1,1031.6
-77.0172465,38.8904955,-77.048911,38.90088,"231",2927.1,828.3
-77.040787,38.924088,-77.049383,38.890539,"232",4340.4,1154.8
-77.0135,38.9126,-77.038252,38.915544,"233",5009.6,1324.4
-77.00495,38.910972,-77.03442693,38.90980063,"234",5233.3,1340.4
-76.99707,38.907908,-77.038566,38.909858,"235",4950.8,1281.6
-77.00225651,38.91121359,-77.051084,38.901755,"236",1014.8,289.7
-76.9862,38.8803,-77.019027,38.90304,"237",3867.6,1032.4
-76.9953,38.8792,-77.0444,38.9101,"238",1652.6,445.2
-77.02305436,38.8786936,-77.0444,38.9101,"239",2819.5,793.2
-76.99523449,38.88409515,-77.0178975,38.876697,"240",3525.9,995.4
-76.998347,38.899972,-77.03338087,38.89646475,"241",4161,1108
-77.000349,38.889955,-77.01994,38.894573,"242",2463.9,648.7
-77.00493,38.89696,-77.032427,38.888553,"243",2841.8,809.4
-77.00493,38.89696,-77.038322,38.902061,"244",3891.4,1103.9
-77.00493,38.89696,-77.026064,38.895914,"245",5114.8,1368.9
-77.001828,38.881185,-77.032427,38.888553,"246",4503.1,1169.2
-77.00572729,38.87885438,-77.087171,38.938736,"247",6424.8,1689.7
-76.994749,38.897274,-77.00069815,38.90731645,"248",4551.8,1166.8
-76.99278563,38.89622604,-77.00069815,38.90731645,"249",2730.6,712.4
-77.01366663,38.90257109,-77.00213045,38.90546971,"250",3401.1,906.2
-77.025236,38.88044,-76.99523449,38.88409515,"251",2257.7,591.2
-77.074893,38.890863,-77.00572729,38.87885438,"252",3100.9,899.9
-77.032096,38.9177645,-77.00579435,38.87410186,"253",3190.2,845.2
-77.041571,38.918809,-77.021741,38.88345,"254",1913.5,537.1
-77.041571,38.918809,-76.99523449,38.88409515,"255",3220.1,909.4
-77.04062,38.917761,-76.99278563,38.89622604,"256",11185.8,2812.6
-77.032008,38.913046,-76.99523449,38.88409515,"257",1520.2,389.6
-77.0387,38.9121,-76.99523449,38.88409515,"258",1857.4,470
-77.038252,38.915544,-76.98825002,38.90042674,"259",1354.5,361
-77.031617,38.894514,-77.001949,38.900412,"260",3217.8,822.6
-77.022155,38.912719,-76.983575,38.897195,"261",7654.6,1955.4
-77.056887,38.905126,-76.99278563,38.89622604,"262",6556.3,1720.9
-77.032427,38.888553,-76.998347,38.899972,"263",5089.1,1341
-77.048911,38.90088,-77.00069815,38.90731645,"264",6554.8,1740.6
-77.048911,38.90088,-77.037413,38.879819,"265",5727.3,1477.9
-77.0494365,38.888255,-77.00579435,38.87410186,"266",3771.4,995.2
-77.0494365,38.888255,-77.017445,38.88412,"267",5412.8,1430
-77.027313,38.9055785,-77.07145214,38.89608691,"268",5650.5,1479.2
-77.013769,38.886978,-77.06341624,38.86331354,"269",5215.1,1348.2
-77.013769,38.886978,-77.032096,38.9177645,"270",3288.6,868.5
-77.03973234,38.89828295,-77.0444,38.9101,"271",4470.4,1160.6
-77.041544,38.893511,-77.048728,38.909394,"272",5960.8,1524.9
-77.038325,38.888097,-77.03442693,38.90980063,"273",3971.5,1077.8
-77.063586,38.90849,-77.065246,38.905509,"274",4884.9,1280.4
-77.038566,38.909858,-77.04252452,38.92284916,"275",3357.7,894.7
-77.038566,38.909858,-77.056887,38.905126,"276",4614.4,1246.1
-77.00225651,38.91121359,-76.99523449,38.88409515,"277",3432.7,948.2
-77.00225651,38.91121359,-77.02219069,38.89728305,"278",4806.7,1202.1
-77.0315,38.9308,-77.03863,38.90276,"279",7556,2053.6
-77.0315,38.9308,-77.032008,38.913046,"280",4721.5,1286.3
-77.005483,38.905697,-77.04731762,38.90571079,"281",1568.6,408.8
-77.02305436,38.8786936,-77.04691261,38.89830174,"282",2190,571.9
-76.99591577,38.89484064,-77.0444,38.9101,"283",2937.5,803.1
-76.99523449,38.88409515,-77.028694,38.888774,"284",520,164.5
-76.998347,38.899972,-77.0172465,38.8904955,"285",1745.7,476.4
-77.00493,38.89696,-77.0494365,38.888255,"286",2026.4,505.9
-77.00493,38.89696,-77.033234,38.892244,"287",3935.8,1003.5
-76.983569,38.88732,-77.049383,38.890539,"288",3209.8,851.9
-77.01081544,38.86968315,-77.053485,38.903827,"289",3481.2,891.7
-76.99489653,38.89994163,-77.013917,38.892275,"290",2054.3,514.9
-77.039511,38.865029,-77.025236,38.88044,"291",4188.9,1077.6
-77.041571,38.918809,-77.037413,38.879819,"292",3492.6,900.6
-77.04062,38.917761,-77.0444,38.9101,"293",4771.1,1265.6
-77.01597,38.917622,-77.0172465,38.8904955,"294",3289.1,956.9
-77.032687,38.934405,-77.03863,38.90276,"295",4702.1,1270.3
-77.0444,38.9101,-77.0387,38.9121,"296",2433.4,720.1
-77.0444,38.9101,-77.038252,38.915544,"297",4676,1324
-77.03442693,38.90980063,-77.019027,38.90304,"298",2955.5,933.6
-77.0323,38.9086,-77.00069815,38.90731645,"299",6581.2,1806.8
-77.00579435,38.87410186,-77.00213045,38.90546971,"300",6354,1612.6
-77.04731762,38.90571079,-77.02277,38.90864,"301",2330.8,604
-77.026013,38.893028,-77.032096,38.9177645,"302",3819.4,1059.5
-77.038252,38.915544,-77.0235,38.932128,"303",5193.7,1386
-77.02219069,38.89728305,-77.001949,38.900412,"304",1092.9,317.1
-77.04478,38.908905,-77.003135,38.894972,"305",3537.3,942.9
-77.071652,38.90774,-77.011616,38.897108,"306",3808.9,954.9
-77.071652,38.90774,-76.99591577,38.89484064,"307",770.5,214
-77.032427,38.8885525,-76.9863852,38.8840581,"308",1005.5,288.7
-77.032427,38.8885525,-76.987633,38.894832,"309",3819.1,1031.6
-77.028694,38.888774,-76.99523449,38.88409515,"310",1918,552
-77.037413,38.879819,-77.0178975,38.876697,"311",2937.8,843.7
-77.0284,38.903819,-77.06714,38.896553,"312",3836.2,988.4
-77.02277,38.90864,-77.037413,38.879819,"313",2519.1,675.6
-77.048728,38.909394,-77.03442693,38.90980063,"314",3158.4,897.5
-77.048728,38.909394,-77.022684,38.917716,"315",2752.3,731.8
-77.038325,38.888097,-77.032008,38.913046,"316",2113.8,579.1
-77.03445107,38.90113645,-77.032008,38.913046,"317",4207.1,1153.1
-77.079382,38.947607,-77.04252452,38.92284916,"318",5828.6,1514.6
-77.041829,38.911268,-77.0172465,38.8904955,"319",7198.6,1842.1
-77.038566,38.909858,-77.06269,38.90375,"320",4402.2,1148.6
-77.027171,38.918199,-77.051084,38.901755,"321",4395.4,1149
-77.00069815,38.90731645,-77.049383,38.890539,"322",3280.8,880.6
-77.00069815,38.90731645,-77.063586,38.90849,"323",2297.9,747
-77.00069815,38.90731645,-77.021703,38.9156929,"324",4719.4,1253.9
-77.019027,38.90304,-77.00495,38.910972,"325",4149.5,1073
-77.005483,38.905697,-77.00591,38.871841,"326",1347.5,391.5
-77.005483,38.905697,-77.06269,38.90375,"327",2885.4,762.8
-77.005483,38.905697,-77.032427,38.8885525,"328",3508.2,955.6
-76.98825002,38.90042674,-77.02159524,38.91417364,"329",1557.5,436.3
-76.98825002,38.90042674,-77.03442693,38.90980063,"330",4952.6,1226.6
-76.99523449,38.88409515,-77.050264,38.905303,"331",3773.2,1024.3
-76.99523449,38.88409515,-77.001955,38.887378,"332",2672.6,668.9
-77.001949,38.900412,-77.033234,38.892244,"333",3226.3,931.9
-76.988355,38.890461,-77.0172465,38.8904955,"334",5818.8,1521.3
-77.001828,38.881185,-77.038325,38.888097,"335",6007.1,1560.6
-77.00213045,38.90546971,-77.02219069,38.89728305,"336",2225.9,608.4
-77.025236,38.88044,-77.04731762,38.90571079,"337",2251.3,602.4
-77.032956,38.931991,-77.049383,38.890539,"338",4236,1077.1
-76.991476,38.885908,-77.0172465,38.8904955,"339",5652.9,1423.1
-77.01769933,38.88111673,-77.02159524,38.91417364,"340",3873.8,1078.5
-77.070993,38.897315,-77.03442693,38.90980063,"341",3518.7,943.6
-77.039511,38.865029,-77.026013,38.893028,"342",4624.4,1194
-77.0388,38.9319,-77.03973234,38.89828295,"343",6180.8,1581
-77.041571,38.918809,-77.00493,38.89696,"344",746.6,227.3
-77.04062,38.917761,-77.026013,38.893028,"345",3508.6,1071.4
-77.01597,38.917622,-77.03442693,38.90980063,"346",2765.1,772.7
-77.025672,38.920387,-77.032096,38.9177645,"347",3684.2,998.5
-77.034449,38.9190185,-77.049383,38.890539,"348",2642.4,701.5
-77.050264,38.905303,-77.03442693,38.90980063,"349",4117.9,1062.6
-77.03338087,38.89646475,-77.00225651,38.91121359,"350",5501.1,1458.6
-77.03338087,38.89646475,-77.001949,38.900412,"351",2739.8,739.8
-77.032008,38.913046,-76.996806,38.886952,"352",4019.5,1087.5
-77.0323,38.9086,-77.00493,38.89696,"353",4274.1,1128.3
-77.00579435,38.87410186,-77.0178975,38.876697,"354",4357.8,1173.3
-77.026013,38.893028,-77.00579435,38.87410186,"355",5295.9,1453.8
-77.038252,38.915544,-76.987633,38.894832,"356",3955.4,1008.8
-77.038252,38.915544,-77.00493,38.89696,"357",4789.7,1307.2
-77.031617,38.894514,-76.9863852,38.8840581,"358",3654.7,919.3
-77.031617,38.894514,-77.019027,38.90304,"359",2434.1,658.6
-77.056887,38.905126,-77.005483,38.905697,"360",816.6,210.7
-77.028694,38.888774,-77.006072,38.876893,"361",3932.5,1103.6
-77.028694,38.888774,-76.998347,38.899972,"362",1941.6,566.8
-77.026064,38.895914,-77.02305436,38.8786936,"363",1941.6,566.8
-77.01994,38.894573,-77.0328,38.9375,"364",4098.9,1067
-77.027313,38.9055785,-76.99523449,38.88409515,"365",3217.3,838
-77.051084,38.901755,-76.99523449,38.88409515,"366",3771.4,995.2
-77.02277,38.90864,-77.065246,38.905509,"367",5274.5,1409.8
-77.02277,38.90864,-77.049723,38.852929,"368",3180,887.6
-77.02277,38.90864,-77.040363,38.803124,"369",1332.5,390.1
-77.02601016,38.88432272,-77.09186241,38.88939607,"370",3702.9,1020.7
-77.0172465,38.8904955,-77.032687,38.934405,"371",5715.8,1481.4
-77.0172465,38.8904955,-77.032008,38.913046,"372",4252.8,1139.3
-77.049383,38.890539,-77.0444,38.9101,"373",4898.1,1319.9
-77.049383,38.890539,-77.040787,38.924088,"374",1850.2,540.6
-77.021741,38.88345,-76.99523449,38.88409515,"375",4831.5,1249
-77.065246,38.905509,-77.013814,38.863743,"376",3048.8,836.8
-77.040787,38.924088,-77.0323,38.9086,"377",3651.7,1008
-77.033234,38.892244,-77.032224,38.928552,"378",2269.2,632.4
-77.033234,38.892244,-77.032096,38.9177645,"379",5587.2,1428.1
-77.051833,38.923389,-77.038252,38.915544,"380",4260.5,1135.2
-77.04691261,38.89830174,-77.041829,38.911268,"381",6178.3,1645.2
-77.04691261,38.89830174,-77.0591415,38.902314,"382",3995.3,1010.4
-77.012289,38.915417,-77.034449,38.9190185,"383",8904.2,2287.2
-77.00069815,38.90731645,-77.0387,38.9121,"384",13230.5,2775.1
-77.00069815,38.90731645,-77.027313,38.9055785,"385",7719,2001.1
-77.00225651,38.91121359,-77.001828,38.881185,"386",5794.2,1501.3
-77.019027,38.90304,-77.051084,38.901755,"387",3485.3,958.7
-77.019027,38.90304,-77.02622,38.9024,"388",2492.8,688.4
-76.99523449,38.88409515,-77.0323,38.9086,"389",4111.1,1088.7
-76.99523449,38.88409515,-77.04478,38.908905,"390",2881.4,746
-77.001949,38.900412,-77.049383,38.890539,"391",7909.3,1967.5
-77.00493,38.89696,-77.07145214,38.89608691,"392",2423.8,646.6
-77.00213045,38.90546971,-77.04731762,38.90571079,"393",4190.3,1207.8
